,Voltage (pu),3ph Active Power (kW),3ph Reactive Power (kvar)
0.237,0.999999999988414,217.9215,-0.0
0.238,0.9999999999884643,218.88066666666668,1.0164395367051604e-23
0.239,0.9999999999885147,219.84016666666665,-1.0164395367051604e-23
0.24,0.9999999999885654,220.80000000000007,1.0164395367051604e-23
0.241,0.9999999999886152,221.75012500000003,-0.0
0.242,0.9999999999886652,222.70050000000003,2.032879073410321e-23
0.243,0.999999999988715,223.651125,1.0164395367051604e-23
0.244,0.9999999999887649,224.602,-1.0164395367051604e-23
0.245,0.9999999999888147,225.55312500000002,-0.0
0.246,0.9999999999888648,226.50449999999998,-1.0164395367051604e-23
0.247,0.9999999999889149,227.456125,-0.0
0.248,0.9999999999889647,228.40800000000002,1.0164395367051604e-23
0.249,0.999999999989015,229.36012500000004,1.0164395367051604e-23
0.25,0.9999999999890647,230.3125,-0.0
0.251,0.9999999999891148,231.26512499999995,-1.0164395367051604e-23
0.252,0.9999999999891648,232.21800000000002,1.0164395367051604e-23
0.253,0.999999999989215,233.17112500000005,1.0164395367051604e-23
0.254,0.9999999999892649,234.1245,-0.0
0.255,0.999999999989315,235.07812500000006,1.0164395367051604e-23
0.256,0.9999999999893651,236.03199999999993,-1.0164395367051604e-23
0.257,0.9999999999894151,236.98612500000007,-0.0
0.258,0.9999999999894654,237.94050000000001,-1.0164395367051604e-23
0.259,0.9999999999895154,238.895125,-1.0164395367051604e-23
0.26,0.9999999999895657,239.85000000000002,-0.0
0.261,0.9999999999896159,240.80512500000003,-0.0
0.262,0.9999999999896657,241.76049999999998,1.0164395367051604e-23
0.263,0.999999999989716,242.71612500000003,-0.0
0.264,0.9999999999897664,243.67200000000005,-0.0
0.265,0.9999999999898164,244.62812500000007,2.032879073410321e-23
0.266,0.9999999999898666,245.58450000000002,-1.0164395367051604e-23
0.267,0.999999999989917,246.54112500000002,-1.0164395367051604e-23
0.268,0.9999999999899671,247.498,-0.0
0.269,0.9999999999900174,248.455125,-0.0
0.27,0.9999999999900677,249.41250000000005,-0.0
0.271,0.9999999999901178,250.37012500000003,1.0164395367051604e-23
0.272,0.9999999999901682,251.32799999999997,1.0164395367051604e-23
0.273,0.9999999999902186,252.28612499999997,-1.0164395367051604e-23
0.274,0.9999999999902688,253.24450000000007,1.0164395367051604e-23
0.275,0.9999999999903193,254.20312500000006,-1.0164395367051604e-23
0.276,0.9999999999903695,255.162,1.0164395367051604e-23
0.277,0.9999999999904199,256.121125,1.0164395367051604e-23
0.278,0.9999999999904703,257.08050000000003,-0.0
0.279,0.9999999999905208,258.04012500000005,-0.0
0.28,0.9999999999905711,259.0,-1.0164395367051604e-23
0.281,0.9999999999906215,259.96012499999995,-2.032879073410321e-23
0.282,0.9999999999906719,260.92049999999995,-0.0
0.283,0.9999999999907224,261.881125,-0.0
0.284,0.9999999999907728,262.842,-0.0
0.285,0.9999999999908232,263.803125,-0.0
0.286,0.999999999990874,264.76449999999994,-2.032879073410321e-23
0.287,0.9999999999909244,265.726125,-0.0
0.288,0.9999999999909748,266.68800000000005,-0.0
0.289,0.9999999999910253,267.650125,-0.0
0.29,0.9999999999910761,268.61249999999995,-2.032879073410321e-23
0.291,0.9999999999911264,269.57512499999996,-2.032879073410321e-23
0.292,0.999999999991177,270.538,-2.032879073410321e-23
0.293,0.9999999999912276,271.501125,-2.032879073410321e-23
0.294,0.9999999999912782,272.4645,-2.032879073410321e-23
0.295,0.9999999999913287,273.428125,2.032879073410321e-23
0.296,0.9999999999913791,274.39200000000005,2.032879073410321e-23
0.297,0.9999999999914301,275.356125,-0.0
0.298,0.9999999999914806,276.3205,-2.032879073410321e-23
0.299,0.9999999999915313,277.285125,2.032879073410321e-23
0.3,0.9999999999915818,278.24999999999994,-0.0
0.301,0.9999999999916325,279.21512500000006,-0.0
0.302,0.9999999999916834,280.1805,-0.0
0.303,0.999999999991734,281.14612500000004,-0.0
0.304,0.9999999999917848,282.112,-2.032879073410321e-23
0.305,0.9999999999918355,283.078125,-0.0
0.306,0.9999999999918863,284.04449999999997,-0.0
0.307,0.9999999999919369,285.01112500000005,2.032879073410321e-23
0.308,0.9999999999919879,285.97799999999995,-0.0
0.309,0.9999999999920386,286.945125,-0.0
0.31,0.9999999999920892,287.91249999999997,-0.0
0.311,0.9999999999921402,288.880125,-0.0
0.312,0.9999999999921908,289.848,-2.032879073410321e-23
0.313,0.9999999999922418,290.81612499999994,-0.0
0.314,0.9999999999922927,291.78450000000004,-0.0
0.315,0.9999999999923436,292.75312499999995,-2.032879073410321e-23
0.316,0.9999999999923944,293.7219999999999,-0.0
0.317,0.9999999999924452,294.691125,-0.0
0.318,0.9999999999924963,295.66049999999996,-0.0
0.319,0.999999999992547,296.630125,2.032879073410321e-23
0.32,0.9999999999925979,297.6,-0.0
0.321,0.999999999992649,298.570125,-0.0
0.322,0.9999999999926997,299.54050000000007,2.032879073410321e-23
0.323,0.9999999999927508,300.511125,-0.0
0.324,0.9999999999928019,301.48199999999997,2.032879073410321e-23
0.325,0.999999999992853,302.453125,-2.032879073410321e-23
0.326,0.9999999999929039,303.42449999999997,-0.0
0.327,0.9999999999929546,304.3961250000001,2.032879073410321e-23
0.328,0.9999999999930058,305.368,-2.032879073410321e-23
0.329,0.9999999999930569,306.340125,-0.0
0.33,0.9999999999931078,307.31249999999994,-0.0
0.331,0.9999999999931589,308.285125,-0.0
0.332,0.9999999999932103,309.2579999999999,-0.0
0.333,0.9999999999932612,310.231125,2.032879073410321e-23
0.334,0.9999999999933125,311.2045,-0.0
0.335,0.9999999999933634,312.178125,-0.0
0.336,0.9999999999934147,313.15200000000004,2.032879073410321e-23
0.337,0.9999999999934659,314.126125,2.032879073410321e-23
0.338,0.9999999999935171,315.1005,-0.0
0.339,0.9999999999935679,316.07512499999996,-2.032879073410321e-23
0.34,0.9999999999936194,317.05,-0.0
0.341,0.9999999999936706,318.02512499999995,-0.0
0.342,0.9999999999937218,319.0005,-0.0
0.343,0.999999999993773,319.976125,-0.0
0.344,0.9999999999938242,320.952,2.032879073410321e-23
0.345,0.9999999999938757,321.928125,-0.0
0.346,0.9999999999939266,322.9045,2.032879073410321e-23
0.347,0.999999999993978,323.88112500000005,-0.0
0.348,0.9999999999940294,324.85800000000006,-0.0
0.349,0.9999999999940806,325.83512499999995,-0.0
0.35,0.9999999999941319,326.8125,-0.0
0.351,0.9999999999941833,327.790125,-0.0
0.352,0.9999999999942345,328.768,-0.0
0.353,0.9999999999942861,329.746125,-0.0
0.354,0.9999999999943374,330.7245000000001,-0.0
0.355,0.9999999999943889,331.703125,-0.0
0.356,0.9999999999944401,332.682,-0.0
0.357,0.9999999999944916,333.661125,-0.0
0.358,0.999999999994543,334.6405,-0.0
0.359,0.9999999999945944,335.620125,-0.0
0.36,0.999999999994646,336.6,-0.0
0.361,0.9999999999946977,337.58012500000007,-0.0
0.362,0.9999999999947488,338.5605,-0.0
0.363,0.9999999999948004,339.54112499999997,2.032879073410321e-23
0.364,0.9999999999948518,340.522,-2.032879073410321e-23
0.365,0.9999999999949035,341.503125,-0.0
0.366,0.9999999999949549,342.48449999999997,-0.0
0.367,0.9999999999950064,343.46612500000003,2.032879073410321e-23
0.368,0.999999999995058,344.44800000000004,2.032879073410321e-23
0.369,0.9999999999951097,345.4301250000001,2.032879073410321e-23
0.37,0.9999999999951612,346.4125,-0.0
0.371,0.9999999999952127,347.395125,-2.032879073410321e-23
0.372,0.9999999999952645,348.37800000000004,2.032879073410321e-23
0.373,0.999999999995316,349.36112499999996,-2.032879073410321e-23
0.374,0.9999999999953676,350.34450000000004,2.032879073410321e-23
0.375,0.9999999999954193,351.32812499999994,-0.0
0.376,0.9999999999954711,352.31199999999995,-0.0
0.377,0.9999999999955228,353.296125,-0.0
0.378,0.9999999999955743,354.2805000000001,2.032879073410321e-23
0.379,0.999999999995626,355.265125,-0.0
0.38,0.9999999999956777,356.25,-2.032879073410321e-23
0.381,0.9999999999957295,357.23512500000004,-0.0
0.382,0.999999999995781,358.22049999999996,-2.032879073410321e-23
0.383,0.9999999999958329,359.20612500000004,-0.0
0.384,0.9999999999958846,360.19200000000006,-0.0
0.385,0.9999999999959365,361.178125,2.032879073410321e-23
0.386,0.999999999995988,362.1645000000001,-2.032879073410321e-23
0.387,0.9999999999960402,363.151125,-0.0
0.388,0.9999999999960918,364.13800000000003,-0.0
0.389,0.9999999999961436,365.12512499999997,-0.0
0.39,0.9999999999961957,366.1125,-2.032879073410321e-23
0.391,0.9999999999962476,367.100125,-0.0
0.392,0.9999999999962992,368.08799999999997,-0.0
0.393,0.999999999996351,369.076125,-2.032879073410321e-23
0.394,0.9999999999964031,370.06450000000007,-0.0
0.395,0.9999999999964551,371.05312499999997,2.032879073410321e-23
0.396,0.999999999996507,372.042,-0.0
0.397,0.9999999999965589,373.031125,-0.0
0.398,0.9999999999966109,374.0205,-0.0
0.399,0.9999999999966629,375.010125,-0.0
0.4,0.9999999999967147,376.0,2.032879073410321e-23
0.401,0.9999999999967667,376.99012500000003,-0.0
0.402,0.9999999999968189,377.98049999999995,2.032879073410321e-23
0.403,0.9999999999968707,378.971125,-0.0
0.404,0.9999999999969227,379.962,-0.0
0.405,0.9999999999969749,380.953125,-0.0
0.406,0.999999999997027,381.94449999999995,-0.0
0.407,0.999999999997079,382.93612500000006,2.032879073410321e-23
0.408,0.9999999999971313,383.928,2.032879073410321e-23
0.409,0.9999999999971831,384.920125,-0.0
0.41,0.9999999999972351,385.91249999999997,-0.0
0.411,0.9999999999972875,386.905125,-2.032879073410321e-23
0.412,0.9999999999973396,387.898,-0.0
0.413,0.9999999999973918,388.89112500000005,-2.032879073410321e-23
0.414,0.999999999997444,389.8845,-2.032879073410321e-23
0.415,0.999999999997496,390.878125,-2.032879073410321e-23
0.416,0.9999999999975483,391.87199999999996,-2.032879073410321e-23
0.417,0.9999999999976006,392.8661249999999,-2.032879073410321e-23
0.418,0.9999999999976527,393.8605,-0.0
0.419,0.9999999999977047,394.85512500000004,-0.0
0.42,0.999999999997757,395.84999999999997,-0.0
0.421,0.9999999999978094,396.84512500000005,-2.032879073410321e-23
0.422,0.9999999999978617,397.84049999999996,-0.0
0.423,0.9999999999979141,398.83612500000004,-2.032879073410321e-23
0.424,0.9999999999979663,399.8320000000001,-2.032879073410321e-23
0.425,1.0000000000050344,400.828125,133.609375
0.426,1.0000000000051041,401.8244999999999,133.94149999999996
0.427,1.0000000000051736,402.821125,134.27370833333333
0.428,1.0000000000052438,403.8180000000001,134.606
0.429,1.0000000000053135,404.81512499999985,134.93837499999995
0.43,1.0000000000053832,405.8125,135.27083333333331
0.431,1.0000000000054532,406.8101249999999,135.603375
0.432,1.000000000005523,407.808,135.93599999999998
0.433,1.0000000000055929,408.80612499999995,136.2687083333333
0.434,1.0000000000056628,409.80449999999985,136.6015
0.435,1.0000000000057327,410.8031249999999,136.934375
0.436,1.0000000000058027,411.8019999999999,137.2673333333333
0.437,1.0000000000058729,412.80112499999996,137.600375
0.438,1.0000000000059426,413.80050000000006,137.93349999999998
0.439,1.0000000000060127,414.8001250000001,138.26670833333333
0.44,1.0000000000060825,415.79999999999995,138.60000000000002
0.441,1.0000000000061526,416.800125,138.93337499999996
0.442,1.0000000000062226,417.80050000000006,139.26683333333327
0.443,1.0000000000062925,418.80112499999996,139.60037500000004
0.444,1.0000000000063627,419.8019999999999,139.93399999999997
0.445,1.0000000000064329,420.8031249999999,140.26770833333336
0.446,1.000000000006503,421.80450000000013,140.6015
0.447,1.000000000006573,422.80612500000007,140.93537500000002
0.448,1.0000000000066431,423.808,141.26933333333332
0.449,1.0000000000067135,424.81012499999997,141.60337499999997
0.45,1.0000000000067835,425.8124999999999,141.93749999999994
0.451,1.0000000000068536,426.81512499999997,142.27170833333332
0.452,1.0000000000069238,427.81799999999987,142.60600000000002
0.453,1.000000000006994,428.82112500000017,142.940375
0.454,1.0000000000070646,429.8245,143.27483333333336
0.455,1.0000000000071347,430.828125,143.60937499999997
0.456,1.0000000000072051,431.83200000000005,143.94400000000005
0.457,1.0000000000072753,432.83612500000004,144.27870833333333
0.458,1.0000000000073455,433.8404999999998,144.6135
0.459,1.000000000007416,434.84512500000005,144.948375
0.46,1.0000000000074862,435.85000000000014,145.28333333333336
0.461,1.0000000000075564,436.85512500000004,145.61837500000001
0.462,1.0000000000076272,437.86050000000006,145.95350000000002
0.463,1.0000000000076976,438.866125,146.28870833333332
0.464,1.0000000000077678,439.87199999999984,146.62399999999997
0.465,1.0000000000078384,440.87812499999995,146.959375
0.466,1.000000000007909,441.88449999999995,147.29483333333332
0.467,1.0000000000079792,442.89112500000005,147.63037500000002
0.468,1.0000000000080498,443.89800000000014,147.966
0.469,1.0000000000081204,444.90512500000006,148.30170833333332
0.47,1.000000000008191,445.9124999999999,148.6375
0.471,1.0000000000082614,446.920125,148.97337499999998
0.472,1.000000000008332,447.9280000000001,149.3093333333333
0.473,1.0000000000084026,448.93612500000006,149.645375
0.474,1.0000000000084734,449.94450000000006,149.98149999999995
0.475,1.0000000000085438,450.9531250000001,150.31770833333331
0.476,1.0000000000086142,451.9620000000001,150.65400000000002
0.477,1.0000000000086853,452.9711250000001,150.99037499999997
0.478,1.0000000000087557,453.9805000000001,151.32683333333335
0.479,1.0000000000088265,454.99012500000003,151.66337499999997
0.48,1.000000000008897,455.9999999999999,152.0
0.481,1.000000000008966,456.9834027777778,152.3278009259259
0.482,1.0000000000090348,457.96694444444444,152.65564814814815
0.483,1.0000000000091036,458.95062499999995,152.98354166666667
0.484,1.0000000000091724,459.93444444444447,153.31148148148148
0.485,1.0000000000092415,460.91840277777766,153.6394675925926
0.486,1.0000000000093103,461.90250000000003,153.9675
0.487,1.0000000000093792,462.8867361111111,154.29557870370365
0.488,1.0000000000094482,463.8711111111111,154.62370370370368
0.489,1.000000000009517,464.85562500000003,154.95187499999997
0.49,1.000000000009586,465.84027777777766,155.2800925925926
0.491,1.000000000009655,466.82506944444447,155.60835648148145
0.492,1.0000000000097238,467.81,155.93666666666664
0.493,1.000000000009793,468.79506944444444,156.26502314814817
0.494,1.000000000009862,469.7802777777778,156.59342592592594
0.495,1.000000000009931,470.765625,156.921875
0.496,1.0000000000099998,471.75111111111113,157.25037037037032
0.497,1.0000000000100688,472.73673611111104,157.57891203703701
0.498,1.000000000010138,473.7224999999999,157.90749999999994
0.499,1.000000000010207,474.7084027777778,158.23613425925927
0.5,1.000000000010276,475.69444444444446,158.56481481481478
0.501,1.0000000000103453,476.6806250000001,158.89354166666664
0.502,1.0000000000104141,477.6669444444443,159.22231481481484
0.503,1.0000000000104832,478.65340277777784,159.55113425925921
0.504,1.0000000000105522,479.64,159.88
0.505,1.0000000000106215,480.6267361111112,160.20891203703704
0.506,1.0000000000106903,481.61361111111114,160.53787037037034
0.507,1.0000000000107596,482.600625,160.866875
0.508,1.0000000000108287,483.5877777777777,161.19592592592588
0.509,1.0000000000108975,484.57506944444435,161.52502314814814
0.51,1.0000000000109668,485.5625,161.85416666666666
0.511,1.000000000011036,486.5500694444446,162.18335648148147
0.512,1.0000000000111053,487.5377777777777,162.51259259259257
0.513,1.0000000000111744,488.52562500000005,162.84187500000002
0.514,1.0000000000112437,489.5136111111111,163.17120370370372
0.515,1.0000000000113127,490.5017361111111,163.5005787037037
0.516,1.000000000011382,491.48999999999995,163.82999999999998
0.517,1.000000000011451,492.4784027777776,164.15946759259256
0.518,1.0000000000115201,493.4669444444445,164.48898148148146
0.519,1.0000000000115896,494.45562500000005,164.81854166666665
0.52,1.000000000011659,495.44444444444434,165.14814814814815
0.521,1.000000000011728,496.4334027777778,165.47780092592595
0.522,1.000000000011797,497.4224999999999,165.80749999999998
0.523,1.0000000000118665,498.4117361111112,166.1372453703704
0.524,1.0000000000119358,499.40111111111116,166.46703703703704
0.525,1.000000000012005,500.390625,166.796875
0.526,1.0000000000120743,501.38027777777774,167.12675925925925
0.527,1.0000000000121438,502.3700694444444,167.4566898148148
0.528,1.000000000012213,503.36000000000007,167.7866666666666
0.529,1.0000000000122822,504.35006944444444,168.11668981481472
0.53,1.0000000000123515,505.3402777777777,168.44675925925924
0.531,1.0000000000124207,506.33062499999994,168.77687500000002
0.532,1.00000000001249,507.321111111111,169.10703703703697
0.533,1.0000000000125597,508.31173611111103,169.4372453703704
0.534,1.0000000000126292,509.3025,169.76749999999998
0.535,1.0000000000126983,510.2934027777777,170.09780092592592
0.536,1.0000000000127678,511.2844444444445,170.42814814814813
